House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
9,Lawson Street,Julie,Morgan,55,None,Single,Female,Microbiologist,None,None
9,Lawson Street,Melissa,Lyons,24,None,Single,Female,"Production assistant, television",None,None
9,Lawson Street,Philip,Green,36,None,Single,Male,Unemployed,None,Methodist
9,Lawson Street,Lynn,Gibbs,57,None,Single,Female,Communications engineer,None,Christian
9,Lawson Street,Steven,Hamilton,38,None,Single,Male,Media planner,None,Christian
9,Lawson Street,Lisa,Taylor,53,None,Single,Female,"Producer, radio",None,Christian
9,Lawson Street,Anna,Kirby,61,None,Single,Female,"Surveyor, commercial/residential",None,Christian
9,Lawson Street,Francesca,Savage,34,None,Single,Female,"Surveyor, building",None,Christian
9,Lawson Street,Alexandra,Hall,30,None,Single,Female,Financial controller,None,Christian
9,Lawson Street,Stacey,Jones,48,None,Single,Female,Special effects artist,None,Christian
10,Lawson Street,Lindsey,Jones,20,Head,Divorced,Female,University Student,None,None
11,Lawson Street,Yvonne,Gough,30,Head,Married,Female,Building surveyor,None,None
11,Lawson Street,Terence,Gough,29,Husband,Married,Male,"Psychologist, counselling",None,None
11,Lawson Street,Scott,Gough,12,Son,NA,Male,Student,None,NA
11,Lawson Street,Paul,Gough,9,Son,NA,Male,Student,None,NA
11,Lawson Street,Malcolm,Gough,4,Son,NA,Male,Child,None,NA
11,Lawson Street,Jacqueline,Gough,3,Daughter,NA,Female,Child,None,NA
11,Lawson Street,Owen,Gough,2,Son,NA,Male,Child,None,NA
11,Lawson Street,Sharon,Gough,0,Daughter,NA,Female,Child,None,NA
11,Lawson Street,David,Cook,39,Cousin,Divorced,Male,"Exhibitions officer, museum/gallery",None,Catholic
11,Lawson Street,Craig,Foster,61,Visitor,Single,Male,Industrial/product designer,None,None
11,Lawson Street,Dale,Fitzgerald,37,Lodger,Divorced,Male,Unemployed,None,None
12,Lawson Street,Janice,Collins,45,Head,Married,Female,Environmental education officer,None,Catholic
12,Lawson Street,Luke,Collins,46,Husband,Married,Male,Media buyer,None,Catholic
12,Lawson Street,Georgina,Collins,23,Daughter,Single,Female,Art therapist,None,None
12,Lawson Street,Deborah,Collins,22,Daughter,Single,Female,University Student,None,Catholic
12,Lawson Street,Damian,Collins,1,Son,NA,Male,Child,None,NA
13,Lawson Street,Chelsea,Morris,56,Head,Single,Female,Unemployed,None,Christian
13,Lawson Street,Bernard,Morris,24,Son,Single,Male,Product/process development scientist,None,None
13,Lawson Street,Sara,Morris,16,Daughter,NA,Female,Student,None,NA
13,Lawson Street,Joan,Morris,13,Daughter,NA,Female,Student,None,NA
14,Lawson Street,Amber,Kaur,41,Head,Divorced,Female,Careers information officer,None,Catholic
14,Lawson Street,Jemma,Kaur,16,Daughter,NA,Female,Student,None,NA
14,Lawson Street,Ruth,Greenwood-Kaur,11,Daughter,NA,Female,Student,None,NA
14,Lawson Street,Charles,Nelson-Greenwood-Kaur,10,Son,NA,Male,Student,None,NA
14,Lawson Street,Damien,Nelson-Greenwood-Kaur,10,Son,NA,Male,Student,None,NA
15,Lawson Street,Stacey,O'Connor,30,Head,Married,Female,Chief of Staff,None,None
15,Lawson Street,Darren,O'Connor,29,Husband,Married,Male,PhD Student,None,None
15,Lawson Street,Kirsty,O'Connor,8,Daughter,NA,Female,Student,None,NA
15,Lawson Street,Amber,O'Connor,7,Daughter,NA,Female,Student,None,NA
15,Lawson Street,Dawn,O'Connor,5,Daughter,NA,Female,Student,None,NA
15,Lawson Street,Neil,O'Connor,3,Son,NA,Male,Child,None,NA
15,Lawson Street,Danny,O'Connor,1,Son,NA,Male,Child,None,NA
16,Lawson Street,Sean,Hutchinson,52,Head,Single,Male,Make,None,Christian
16,Lawson Street,Elliott,Davies,29,None,Single,Male,Theme park manager,Unknown Infection,None
16,Lawson Street,Damien,Webster,27,None,Single,Male,Brewing technologist,None,None
16,Lawson Street,Denise,Reeves,25,None,Single,Female,Investment analyst,None,Catholic
16,Lawson Street,Marie,Barlow,22,None,Single,Female,University Student,None,Methodist
16,Lawson Street,Gregory,Edwards,33,None,Single,Male,Occupational psychologist,None,Muslim
16,Lawson Street,June,Clarke,64,None,Single,Female,Location manager,None,None
16,Lawson Street,Annette,Parker,63,None,Single,Female,IT consultant,None,Christian
16,Lawson Street,Joshua,Lane,32,None,Single,Male,Scientific laboratory technician,None,None
16,Lawson Street,Marc,Wall,21,None,Single,Male,University Student,None,None
16,Lawson Street,Sheila,Kennedy,29,None,Single,Female,Music tutor,None,None
16,Lawson Street,Vanessa,O'Brien,32,None,Single,Female,Trade mark attorney,None,Christian
17,Lawson Street,Kate,Parker,64,Head,Married,Female,Astronomer,None,Christian
17,Lawson Street,Liam,Parker,73,Husband,Married,Male,Retired Chief of Staff,None,Christian
17,Lawson Street,Geraldine,Parker,25,Daughter,Single,Female,Occupational therapist,None,None
17,Lawson Street,Hilary,Parker,21,Daughter,Single,Female,University Student,None,Christian
17,Lawson Street,Jemma,Parker,8,Daughter,NA,Female,Student,None,NA
18,Lawson Street,Lucy,Blackburn,76,Head,Married,Female,Retired Civil Service fast streamer,None,Christian
18,Lawson Street,Joe,Blackburn,79,Husband,Married,Male,"Retired Pilot, airline",None,None
18,Lawson Street,Jade,Ellis-Blackburn,37,Daughter,Single,Female,Estate manager/land agent,None,None
18,Lawson Street,Lauren,Ellis-Blackburn,33,Daughter,Single,Female,Travel agency manager,None,None
18,Lawson Street,Callum,Ellis-Blackburn,31,Son,Single,Male,"Presenter, broadcasting",None,Christian
19,Lawson Street,Rachel,Jones,37,Head,Single,Female,"Development worker, community",None,Methodist
19,Lawson Street,Hugh,Jones,40,Partner,Single,Male,Unemployed,None,Methodist
19,Lawson Street,Jay,Jones,1,Son,NA,Male,Child,None,NA
19,Lawson Street,Melanie,Jones,0,Daughter,NA,Female,Child,None,NA
19,Lawson Street,Mohamed,Moore,19,Visitor,Single,Male,University Student,None,Catholic
1,Fleet Crossroad,Mark,Robinson,22,Head,Married,Male,University Student,None,None
1,Fleet Crossroad,Georgia,Robinson,20,Wife,Married,Female,University Student,None,None
2,Fleet Crossroad,Eleanor,Bradley,30,Head,Married,Female,Unemployed,None,Muslim
2,Fleet Crossroad,Stewart,Bradley,33,Husband,Married,Male,Government social research officer,None,Muslim
2,Fleet Crossroad,Stephanie,Bradley,6,Daughter,NA,Female,Student,None,NA
2,Fleet Crossroad,Jason,Bradley,2,Son,NA,Male,Child,None,NA
3,Fleet Crossroad,Kayleigh,Moran,42,Head,Married,Female,"Nurse, children's",None,Christian
3,Fleet Crossroad,Bernard,Moran,39,Husband,Married,Male,Ambulance person,None,Christian
3,Fleet Crossroad,Ashley,Moran,15,Son,NA,Male,Student,None,NA
3,Fleet Crossroad,Grace,Moran,13,Daughter,NA,Female,Student,None,NA
4,Fleet Crossroad,Lisa,Murphy,50,Head,Married,Female,Exercise physiologist,None,Catholic
4,Fleet Crossroad,Graeme,Murphy,55,Husband,Married,Male,"Investment banker, operational",None,None
5,Fleet Crossroad,Andrea,Parker,69,Head,Widowed,Female,Retired Chartered public finance accountant,None,Christian
5,Fleet Crossroad,Ross,Parker,1,Grandson,NA,Male,Child,None,NA
6,Fleet Crossroad,Joan,Berry,76,Head,Widowed,Female,Retired Clinical research associate,None,Christian
6,Fleet Crossroad,Susan,Berry,45,Daughter,Single,Female,"Psychotherapist, child",None,Christian
7,Fleet Crossroad,Ellie,Newton,31,Head,Single,Female,Dance movement psychotherapist,None,Catholic
7,Fleet Crossroad,Jordan,Newton,15,Adopted Son,NA,Male,Student,None,NA
8,Fleet Crossroad,Jessica,Saunders,45,Head,Married,Female,"Designer, textile",None,Christian
8,Fleet Crossroad,Marcus,Wilkinson,47,Husband,Married,Male,Unemployed,None,Christian
8,Fleet Crossroad,Stephen,Martin-Saunders,17,Son,NA,Male,Student,None,NA
9,Fleet Crossroad,Linda,Chambers,32,Head,Married,Female,Data scientist,None,None
9,Fleet Crossroad,Nathan,Chambers,36,Husband,Married,Male,Haematologist,None,None
9,Fleet Crossroad,Yvonne,Chambers,9,Daughter,NA,Female,Student,None,NA
9,Fleet Crossroad,Matthew,Chambers,9,Son,NA,Male,Student,None,NA
10,Fleet Crossroad,Fiona,Moss,42,Head,Married,Female,"Development worker, international aid",None,None
10,Fleet Crossroad,Damian,Moss,46,Husband,Married,Male,Restaurant manager,None,None
10,Fleet Crossroad,June,Moss,12,Daughter,NA,Female,Student,None,NA
10,Fleet Crossroad,Janice,Moss,11,Daughter,NA,Female,Student,None,NA
10,Fleet Crossroad,Danielle,Gray-Moss,8,Daughter,NA,Female,Student,None,NA
11,Fleet Crossroad,Tina,Smith,53,Head,Married,Female,Comptroller,None,Christian
11,Fleet Crossroad,Jason,Smith,55,Husband,Married,Male,Learning disability nurse,None,None
12,Fleet Crossroad,Anne,Evans,41,Head,Divorced,Female,"Pharmacist, community",None,Catholic
12,Fleet Crossroad,Chloe,Evans,11,Daughter,NA,Female,Student,None,NA
13,Fleet Crossroad,Melanie,Butler,32,Head,Single,Female,Magazine journalist,None,None
13,Fleet Crossroad,Barry,Lynch,33,Partner,Single,Male,"Accountant, chartered",None,None
14,Fleet Crossroad,Stewart,Brown,75,Head,Single,Male,"Retired Chemist, analytical",None,None
15,Fleet Crossroad,Lauren,Robinson,49,Head,Single,Female,Ophthalmologist,None,Catholic
15,Fleet Crossroad,Damian,Robinson,23,Son,Single,Male,Graphic designer,None,Catholic
16,Fleet Crossroad,Timothy,Day,36,Head,Divorced,Male,Applications developer,None,None
16,Fleet Crossroad,Donna,Day,7,Daughter,NA,Female,Student,None,NA
17,Fleet Crossroad,Barbara,Smith,39,Head,Married,Female,"Nurse, learning disability",None,Christian
17,Fleet Crossroad,Brett,Smith,43,Husband,Married,Male,Engineering geologist,None,None
17,Fleet Crossroad,Alison,Smith,2,Daughter,NA,Female,Child,None,NA
18,Fleet Crossroad,Hazel,Williamson,80,Head,Widowed,Female,"Retired Engineer, broadcasting (operations)",None,Christian
19,Fleet Crossroad,Charlotte,Bradley,60,Head,Divorced,Female,Historic buildings inspector/conservation officer,None,Christian
19,Fleet Crossroad,Dominic,Gibbs,22,Son,Divorced,Male,Herpetologist,None,None
19,Fleet Crossroad,Thomas,Gibbs,20,Adopted Son,Single,Male,University Student,None,Christian
19,Fleet Crossroad,Bethany,Gibbs,18,Daughter,Single,Female,Student,None,None
19,Fleet Crossroad,Joshua,Gibbs,17,Son,NA,Male,Student,None,NA
20,Fleet Crossroad,Ronald,Khan,73,Head,Married,Male,"Retired Engineer, electrical",None,Christian
20,Fleet Crossroad,Georgina,Khan,71,Wife,Married,Female,Retired Financial trader,None,None
21,Fleet Crossroad,Kathleen,Morgan,39,Head,Married,Female,Print production planner,None,Methodist
21,Fleet Crossroad,Reece,Morgan,44,Husband,Married,Male,Industrial buyer,None,Methodist
21,Fleet Crossroad,Elliot,Morgan,29,Son,Single,Male,"Administrator, education",None,Methodist
21,Fleet Crossroad,Dale,Morgan,25,Son,Single,Male,Armed forces technical officer,None,Methodist
22,Fleet Crossroad,Naomi,Miller,39,Head,Divorced,Female,Town planner,None,Methodist
22,Fleet Crossroad,Louise,Miller,0,Daughter,NA,Female,Child,None,NA
23,Fleet Crossroad,Jack,Barber,41,Head,Single,Male,Midwife,None,None
24,Fleet Crossroad,Olivia,Miller,19,Head,Married,Female,University Student,None,None
24,Fleet Crossroad,Jay,Miller,20,Husband,Married,Male,University Student,None,None
25,Fleet Crossroad,Dawn,Bond,69,Head,Widowed,Female,Retired Chartered legal executive (England and Wales),None,Christian
26,Fleet Crossroad,George,Gray,48,Head,Single,Male,Unemployed,None,Christian
26,Fleet Crossroad,Jake,Gray,22,Son,Single,Male,University Student,None,Christian
26,Fleet Crossroad,Nigel,Gray,20,Son,Single,Male,University Student,None,None
27,Fleet Crossroad,Donna,Lee,76,Head,Married,Female,"Retired Programmer, applications",None,Christian
27,Fleet Crossroad,Justin,Lee,77,Husband,Married,Male,Retired Town planner,None,Christian
28,Fleet Crossroad,Brett,Jones,69,Head,Widowed,Male,"Retired Designer, interior/spatial",None,Methodist
29,Fleet Crossroad,Grace,Preston,33,Head,Married,Female,Field trials officer,None,Christian
29,Fleet Crossroad,Marc,Preston,38,Husband,Married,Male,"Programmer, applications",None,None
29,Fleet Crossroad,Joanne,Preston,5,Daughter,NA,Female,Student,None,NA
30,Fleet Crossroad,Zoe,Smith,60,Head,Married,Female,Location manager,None,None
30,Fleet Crossroad,Jonathan,Smith,55,Husband,Married,Male,Administrator,None,None
30,Fleet Crossroad,Sheila,Smith,35,Daughter,Divorced,Female,Media planner,None,None
30,Fleet Crossroad,Lynda,Taylor,30,Daughter,Single,Female,Radio broadcast assistant,None,None
30,Fleet Crossroad,Colin,Taylor,3,Son,NA,Male,Child,None,NA
31,Fleet Crossroad,Kevin,Walton,40,Head,Single,Male,Barista,None,Christian
32,Fleet Crossroad,Marion,Gill,57.70870748,Head,Single,Female,Water engineer,None,Christian
32,Fleet Crossroad,Irene,Gill,11,Daughter,NA,Female,Student,None,NA
32,Fleet Crossroad,Tom,Gill,7,Son,NA,Male,Student,None,NA
33,Fleet Crossroad,Lynda,Robinson,41,Head,Married,Female,Unemployed,None,Christian
33,Fleet Crossroad,Ricky,Robinson,48,Husband,Married,Male,"Therapist, nutritional",None,Christian
33,Fleet Crossroad,Andrew,Robinson,1,Son,NA,Male,Child,None,NA
34,Fleet Crossroad,Lesley,Ferguson,64,Head,Single,Female,Unemployed,None,Methodist
34,Fleet Crossroad,Hannah,Cooper,52,None,Single,Female,Horticultural therapist,None,Methodist
34,Fleet Crossroad,Ashleigh,Mitchell,44,None,Single,Female,Psychiatrist,None,None
34,Fleet Crossroad,Adam,Clarke,21,None,Single,Male,University Student,None,Methodist
35,Fleet Crossroad,Jane,Metcalfe,51,Head,Married,Female,Senior tax professional/tax inspector,None,Christian
35,Fleet Crossroad,Marc,Metcalfe,52,Husband,Married,Male,Transport planner,None,Christian
35,Fleet Crossroad,Eleanor,Metcalfe,23,Daughter,Single,Female,Unemployed,None,Christian
35,Fleet Crossroad,Sam,Metcalfe,7,Son,NA,Male,Student,None,NA
36,Fleet Crossroad,Timothy,Clarke,54,Head,Widowed,Male,Horticultural therapist,None,None
36,Fleet Crossroad,Sophie,Clarke,10,Granddaughter,NA,Female,Student,None,NA
37,Fleet Crossroad,Annette,Rowe,60,Head,Single,Female,"Editor, magazine features",None,Christian
37,Fleet Crossroad,Brandon,Rowe,31,Son,Single,Male,Phytotherapist,None,Christian
38,Fleet Crossroad,Louis,Saunders,73,Head,Married,Male,Retired Emergency planning/management officer,None,Methodist
38,Fleet Crossroad,Carolyn,Saunders,71,Wife,Married,Female,"Retired Doctor, general practice",None,Christian
39,Fleet Crossroad,Hayley,Baldwin,43,Head,Single,Female,Unemployed,None,Catholic
39,Fleet Crossroad,Bruce,Baldwin,21,Son,Single,Male,Data scientist,None,None
39,Fleet Crossroad,Alex,Baldwin,20,Son,Single,Male,University Student,None,Catholic
39,Fleet Crossroad,Naomi,Baldwin,18,Daughter,Widowed,Female,Student,None,Catholic
40,Fleet Crossroad,Carol,Begum,38,Head,Married,Female,Mudlogger,None,None
40,Fleet Crossroad,Damien,Begum,37,Husband,Married,Male,Chiropodist,None,None
41,Fleet Crossroad,Lynne,Young,52,Head,Married,Female,Writer,None,None
41,Fleet Crossroad,Jamie,Young,57,Husband,Married,Male,Arts administrator,None,None
41,Fleet Crossroad,Joshua,Young,26,Son,Single,Male,Call centre manager,None,None
41,Fleet Crossroad,Jonathan,Young,22,Son,Divorced,Male,University Student,None,None
41,Fleet Crossroad,Frank,Young,16,Son,NA,Male,Student,None,NA
42,Fleet Crossroad,Tony,Rees,71,Head,Widowed,Male,Retired Field seismologist,None,Christian
43,Fleet Crossroad,Melanie,Griffiths,44,Head,Divorced,Female,Corporate treasurer,None,Methodist
43,Fleet Crossroad,Karen,Griffiths,10,Daughter,NA,Female,Student,None,NA
44,Fleet Crossroad,Irene,Harding,54,Head,Married,Female,Industrial buyer,None,Christian
44,Fleet Crossroad,Malcolm,Harding,53,Husband,Married,Male,Unemployed,None,Christian
45,Fleet Crossroad,Stephanie,Clarke,53,Head,Married,Female,Astronomer,None,Catholic
45,Fleet Crossroad,Dennis,Clarke,57,Husband,Married,Male,Media buyer,None,Catholic
45,Fleet Crossroad,Paul,Clarke,6,Son,NA,Male,Student,None,NA
46,Fleet Crossroad,Caroline,Young,49,Head,Married,Female,Make,None,None
46,Fleet Crossroad,Peter,Young,50,Husband,Married,Male,Unemployed,None,None
47,Fleet Crossroad,Georgina,Stevenson,37,Head,Married,Female,Architectural technologist,None,Catholic
47,Fleet Crossroad,Guy,Stevenson,40,Husband,Married,Male,"Scientist, marine",None,None
47,Fleet Crossroad,Gary,Stevenson,20,Son,Divorced,Male,University Student,None,Catholic
47,Fleet Crossroad,Gordon,Stevenson,18,Son,Single,Male,Student,None,Catholic
47,Fleet Crossroad,Timothy,Stevenson,16,Son,NA,Male,Student,None,NA
48,Fleet Crossroad,Nicole,Blake,56,Head,Single,Female,"Journalist, broadcasting",None,Christian
48,Fleet Crossroad,June,Blake,20,Daughter,Single,Female,University Student,None,None
48,Fleet Crossroad,Denis,Blake,18,Son,Single,Male,Student,None,None
48,Fleet Crossroad,Elaine,Blake,15,Daughter,NA,Female,Student,None,NA
48,Fleet Crossroad,Charlotte,Blake,11,Daughter,NA,Female,Student,None,NA
49,Fleet Crossroad,Ricky,Brookes,55,Head,Married,Male,"Producer, television/film/video",None,Methodist
49,Fleet Crossroad,Claire,Brookes,50,Wife,Married,Female,Environmental consultant,None,Methodist
50,Fleet Crossroad,Geoffrey,Dean,80,Head,Divorced,Male,Retired Building control surveyor,None,Christian
51,Fleet Crossroad,Martin,Davies,32,Head,Married,Male,"Secretary, company",None,None
51,Fleet Crossroad,Paige,Davies,32,Wife,Married,Female,"Geneticist, molecular",None,None
52,Fleet Crossroad,Maria,Ali,80,Head,Single,Female,"Retired Secretary, company",None,None
52,Fleet Crossroad,Henry,Ali,2,Grandson,NA,Male,Child,None,NA
53,Fleet Crossroad,Alison,Roberts,35,Head,Married,Female,Patent attorney,None,None
53,Fleet Crossroad,David,Roberts,36,Husband,Married,Male,Health and safety adviser,None,None
54,Fleet Crossroad,Andrew,Owen,35,Head,Married,Male,Licensed conveyancer,None,Christian
54,Fleet Crossroad,Katie,Owen,34,Wife,Married,Female,"Engineer, maintenance (IT)",None,Christian
55,Fleet Crossroad,Eleanor,Baxter,45,Head,Divorced,Female,Unemployed,None,None
55,Fleet Crossroad,Nicholas,Griffiths,6,Son,NA,Male,Student,None,NA
55,Fleet Crossroad,Roger,Burgess,51,Lodger,Single,Male,Fashion designer,None,Christian
55,Fleet Crossroad,Kimberley,Bailey,21,Lodger,Single,Female,University Student,None,None
56,Fleet Crossroad,Aimee,Lewis,75,Head,Widowed,Female,Retired Financial adviser,None,Catholic
56,Fleet Crossroad,Ricky,Lewis,49,Son,Single,Male,Banker,None,Catholic
57,Fleet Crossroad,Jayne,Thomas,42,Head,Widowed,Female,Unemployed,None,Methodist
57,Fleet Crossroad,Stanley,Thomas,4,Son,NA,Male,Child,None,NA
57,Fleet Crossroad,Gregory,Thomas,3,Son,NA,Male,Child,None,NA
